DisGeNET Gene Set,STRING,ConsensusPathDB,HumanNet,Reactome,ReactomeFI,GIANT,InBioMap,GeneMANIA,DIP,MultiNet,HINT,IRefIndex,PathwayCommons,HPRD,BioGRID,Mentha,IntAct,PID,BioPlex,BIND,HumanInteractome
Invasive Ductal Breast Carcinoma,1.405592057,0.442998765,0.56506591,0.585293871,0.596796154,0.918442184,0.546192047,0.62063335,0.419390953,0.39144735,0.430879395,0.361808296,0.331791451,0.150122797,0.303068213,0.377571075,0.416701626,0.410987756,0.118815072,0.240954936,0.221235104
Irritable Bowel Syndrome,2.567952158,1.486007298,0.683822312,0.97077105,1.094840441,0.678522367,0.931389094,0.741413856,0.380870578,0.619985617,0.299552786,0.555468229,0.717151013,0.493243577,0.559693924,0.483466627,0.298779039,0.589910044,0.053700326,0.154628434,0.135783987
Juvenile Myelomonocytic Leukemia,0.937868876,2.370243987,1.773348341,1.506008969,1.33507237,0.931595271,2.590765381,1.592133529,1.199162621,1.389341217,1.151815571,1.288805258,0.863528144,0.908055131,1.095286888,1.257887619,0.899340471,0.304648061,0.557155658,0.955159703,-0.012207829
Juvenile arthritis,4.386617493,2.318347946,2.543291148,1.030275619,1.448561185,1.810325194,1.260770649,2.30865345,1.003005172,1.28855535,1.080079277,1.337792932,1.012589298,1.437442109,1.159691385,1.073028531,0.443043315,0.426133784,0.397287045,0.834512619,0.037511184
Juvenile rheumatoid arthritis,4.871197149,1.511580507,2.259722525,0.711386438,1.256231301,1.856156304,0.676562882,2.231944751,0.884809961,0.660601395,0.987881454,0.88929465,0.8976632,1.016247497,0.569032145,0.563917972,0.24663013,0.47316215,0.082683564,0.181386739,0.037244224
Ki-1+ Anaplastic Large Cell Lymphoma,1.175025463,1.636436657,1.365604993,1.598492053,0.959860861,1.141845233,1.055602521,1.493815882,0.672916996,0.518083656,0.740981973,0.525364385,0.505181229,0.527838886,0.575688865,0.539805359,0.50699434,0.399974736,0.88468519,0.631829933,0.988395279
Kidney Failure,2.68758629,1.528613683,0.887339554,1.393698737,1.011973701,0.706025991,0.778436118,0.628577158,1.014559105,0.583803597,0.915310434,1.20528111,0.88231421,0.811963559,0.600893076,0.754300402,0.822292764,0.369473997,0.216621146,0.271577391,0.055063558
"Kidney Failure, Acute",1.747358352,1.210166181,0.885095488,0.843391202,0.660444225,0.792656975,0.616377725,0.630317954,0.394552171,0.655452695,0.570432838,0.543093559,0.781996885,0.571965315,0.588165244,0.646287571,0.407741439,0.294446667,0.248286058,0.267875509,0.123336958
Kidney Neoplasm,1.218842296,0.867854235,0.642293572,0.537231465,0.648947552,0.562351098,0.506284072,0.512211053,0.304302531,0.31414754,0.513675119,0.378336814,0.313809806,0.31202796,0.378523009,0.393320207,0.395778057,0.292945636,0.257392509,0.339695979,0.462142205
Laryngeal Squamous Cell Carcinoma,1.206081029,1.09733067,0.715584485,0.508675869,0.492909649,0.649516521,0.8290755,0.444629277,0.424718126,0.24914037,0.680409668,0.638320277,0.320131041,0.253734269,0.287726389,0.276904609,0.753031998,0.393522525,0.386374907,0.224322603,0.133256634
Left Ventricular Hypertrophy,2.250098712,1.927612787,1.877360459,1.136849907,1.369805944,0.535174732,0.994558607,0.652915167,0.639682214,0.52226062,0.345722883,1.23058816,0.716753548,1.010308607,0.988146994,1.127204152,0.574098584,0.120732491,0.155037991,0.125704795,0.030713755
"Leukemia, B-Cell",1.496317829,1.145317493,1.358531042,0.401689709,0.654519982,0.951453285,0.864599676,0.746762518,0.408661407,0.481287032,0.473180414,0.363489101,0.521601025,0.288416301,0.382486983,0.441894347,0.536343165,0.178180446,0.407310497,0.266404563,0.39984754
"Leukemia, Myelomonocytic, Chronic",1.012610153,1.424855505,1.131857782,0.605459756,0.544000689,0.484043461,0.924053749,0.572574109,0.628169339,0.554089703,0.527823854,0.656828752,0.450775926,0.440539096,0.57449567,0.70939297,0.461332884,0.283971438,0.357533991,0.883457364,0.001263867
"Leukoencephalopathy, Progressive Multifocal",1.23303503,0.76874587,0.765577445,0.58199424,0.633488924,0.55230847,0.488677711,1.013517787,0.451653828,0.324269597,0.455987569,0.371853556,0.386243391,0.499046197,0.462345135,0.361919591,0.320187653,0.309876184,0.509243779,0.335542541,0.03447836
Leukopenia,1.76450867,0.618927746,0.890775484,1.183467693,0.955794975,0.383968807,0.642825338,0.529687244,0.375273986,0.748848862,0.408138617,0.483963803,0.740430692,0.400017962,0.334015896,0.373788015,0.279946489,0.163117746,0.480587412,0.242968294,0.032306265
Lewy Body Disease,1.465199417,0.967551303,0.502017446,0.652045666,0.435548132,0.641240866,0.382843287,0.258617817,1.330784605,0.564617908,0.607714572,0.361413676,0.389246803,0.498922166,0.52977752,0.62020539,0.327847429,0.785686193,0.154944069,0.665014815,0.217318012
Limb ischemia,1.306523824,1.130822407,1.108841866,0.88478594,0.649640779,0.581184565,0.648934161,0.576754144,0.476548228,0.768521945,0.388060594,0.680836272,0.514514315,0.532954513,0.637791228,0.608635048,0.653159208,0.371468134,0.000101498,0.281172044,-0.001650561
"Liver Failure, Acute",1.950847505,0.556854359,0.828886942,0.550125808,0.457229579,0.654758113,0.363074307,0.429697904,0.648400637,0.26291307,0.440181095,0.325398147,0.731504419,0.346511114,0.264836169,0.352257428,0.298996688,0.063361748,0.081096798,0.278149826,0.002549713
Liver regeneration disorder,1.543795785,0.909566224,0.896645013,0.502365209,0.42615996,0.895821314,0.439767308,0.537939068,0.552802827,0.492803749,0.57126249,0.379200214,0.418744522,0.189193491,0.391881732,0.355582789,0.43504192,0.297991226,0.101308501,0.226650129,0.127260777
Luminal A Breast Carcinoma,1.290091972,1.008212124,1.075082558,0.428458543,0.486045047,1.665479841,0.781820681,1.149156767,0.553704116,0.483868079,0.782743533,0.496383911,0.398952846,0.234261108,0.469758309,0.509126264,0.396512594,0.322742479,0.095452728,0.179918136,0.120524819
Luminal B Breast Carcinoma,1.151327795,0.618205444,0.840807336,0.268154032,0.721728781,1.412944367,0.472984065,0.810541708,0.16036343,0.328868723,0.465369358,0.326920738,0.134757373,0.099138234,0.249805124,0.238714132,0.555842809,0.192050085,0.063474207,0.192006054,-0.010235287
"Lung Diseases, Interstitial",2.526206724,1.83665986,1.791335266,1.321477748,0.96359882,0.960405502,1.161718769,0.964235738,0.409462781,0.659587633,0.435133052,0.913109613,1.369144027,0.812419982,0.580882821,0.658616983,0.73500612,0.428253893,0.27292987,0.319361493,0.027624932
Lung consolidation,1.158394449,0.69574339,0.513870609,0.617087028,0.506463852,0.586491268,0.442749012,0.385026397,0.805360869,0.282592596,0.596414324,0.425347852,0.386151948,0.209435684,0.470020739,0.478201289,0.367859962,0.141727144,0.04335721,0.185516459,0.418755909
Lupus Erythematosus,2.911047181,1.814063443,2.027882806,1.959046798,1.096459439,1.687173002,1.394098011,1.514966444,0.701248214,0.925279086,0.885998305,1.207005165,0.665017225,0.911593748,0.826610908,0.888841723,0.678605685,0.388219629,0.305213163,0.433752179,0.090540403
Lupus Nephritis,3.92062992,2.124675472,2.389687664,1.333649268,1.114122035,2.031507577,1.416029075,1.800234728,1.288785681,1.478466577,0.9089652,1.153698933,0.914248024,1.081445216,0.997044348,1.0224065,0.634772611,0.579264085,0.298818891,0.122626862,0.136958684
Lupus Vulgaris,2.792188563,1.805607228,2.074727668,1.783179285,1.137076123,1.727936135,1.331610764,1.670889131,0.742014142,1.01165334,1.027845663,1.230597024,0.696370185,0.929858188,0.912289992,0.903035831,0.672739146,0.430914715,0.216941746,0.476777884,0.08627855
Lyme Disease,0.918962915,0.541469846,0.611625722,0.353510942,0.44340822,0.268916284,0.352540107,0.596488876,0.275834821,0.366794661,0.419423963,0.217255524,0.372669939,0.238619953,0.143021887,0.193284695,0.193065557,0.381890774,0.077621551,-0.076165669,0.073549146
Lymphatic Metastasis,1.918613276,1.407460329,1.444374972,1.214970698,0.929956038,1.75313422,1.139168505,0.919968044,1.433090673,0.902684981,1.111772293,1.06593766,0.48556617,0.876629661,0.795394735,1.014491552,0.871939675,0.349517055,0.071145016,1.079812124,0.018905975
Lymphoid leukemia,1.961397808,0.731668014,0.996638996,0.716060859,0.820261577,1.039890042,0.652554343,0.630484861,0.617562478,0.353458416,0.44413874,0.410680409,0.367973251,0.35123024,0.486654637,0.444345739,0.552752901,0.473154361,0.160761632,0.248055959,0.036602754
"Lymphoma, T-Cell, Cutaneous",2.388907689,2.611122364,3.039909889,1.614096379,1.406799763,1.347043285,1.993045655,1.615498092,0.859337539,0.995059195,1.414564221,1.085660877,0.943141653,0.647138158,1.001969163,1.014345814,0.713576428,0.467050081,0.413182561,0.54601659,0.579621086
Lymphopenia,1.269665042,0.626617923,1.149836077,1.011169709,0.513804041,1.634864587,0.618479262,2.15145524,1.377241489,0.525059989,0.714517312,0.655547905,0.520275608,1.284558586,0.259988663,0.478780759,0.434991649,0.311628541,0.154624324,0.532886885,0.000128015
Lymphoproliferative Disorders,2.584959303,1.866742091,2.081118456,1.274151239,0.904491108,1.762261248,1.553398762,1.914946208,0.633142689,0.690399167,1.186474818,0.863172321,0.587956915,0.59176589,0.791403819,1.002271211,0.683419832,0.354195641,0.403891344,0.667458707,0.464191153
M5b Acute differentiated monocytic leukemia,1.31088353,0.618751532,0.875725608,0.757916097,0.991223785,1.146773558,0.723825983,1.412339039,0.266468837,0.496814219,0.519730058,0.398774552,0.539783669,0.462385809,0.517020442,0.438426765,0.319257833,0.272955966,0.085059313,0.117429014,0.09188604
MIXED LINEAGE LEUKEMIA,1.143153413,0.667374802,0.913419927,1.078086294,0.94288842,0.729613201,0.82312252,0.583454424,0.58749872,0.46316827,0.871754315,0.595568726,0.34952654,0.471144559,0.724168466,0.616902269,0.750261779,0.590308645,0.916564485,0.898411424,0.365625934
MRSA - Methicillin resistant Staphylococcus aureus infection,0.348298936,0.121010157,0.260353046,0.018428302,0.055079736,0.332908075,0.13180814,0.077138576,-0.072303759,0.295126117,0.044990659,0.151214566,0.061912457,0.171546136,0.058381729,0.090131871,0.005967807,-0.000783295,0.14167967,0.003745465,0.002808503
MYOTONIC DYSTROPHY 1,1.488320175,0.314249597,0.253509866,0.512617198,0.437047667,0.135945551,0.138625074,0.358647957,-0.001320476,0.1334457,0.243033666,0.203342408,0.173834773,0.150296526,0.119361173,0.092723465,0.200657079,0.439602498,0.193828449,0.090101838,-0.015480909
Machado-Joseph Disease,1.120763778,0.633776605,0.579078993,0.171252244,0.25388937,0.074535616,0.344699237,0.154559543,0.37696718,0.129915965,0.427837316,0.332994066,0.329948923,0.464006164,0.346536779,0.327889325,0.161455457,0.452565349,0.054814712,0.151142852,-0.006430332
Male infertility,1.544753128,0.521175414,0.36169728,0.992069887,1.209815301,0.283653038,0.446527529,0.724412725,0.831178681,0.370188735,0.564952862,0.383272289,0.486532573,0.640941837,0.48381322,0.410350541,0.58356453,0.502380782,0.064710774,0.251994832,-0.031564228
Malignant Peripheral Nerve Sheath Tumor,0.932946769,1.019361135,0.817048695,1.177125014,0.973852119,0.76162225,0.732776061,0.734487136,0.723698674,0.503741539,0.542475526,0.391535221,0.449852947,0.371233384,0.464610679,0.326541271,0.610601899,0.08755106,0.492547702,0.659458139,0.48150421
Malignant Pleural Mesothelioma,1.282425751,0.804003694,0.937723021,0.556903559,0.615382166,0.973686716,0.559373612,0.688402654,0.504631252,0.415357544,0.422322066,0.380708285,0.410901249,0.340093114,0.356884646,0.384287581,0.32538218,0.085134117,0.298996249,0.566309906,0.226423242
Malignant Squamous Cell Neoplasm,1.552629843,0.798222503,0.765793037,0.907401409,0.802029101,0.881469114,0.521609004,0.349532147,0.190942862,0.365008608,0.305351883,0.377994882,0.456217785,0.36698314,0.305401689,0.381078936,0.306167623,0.20187938,0.146890374,0.282400943,-0.005486416
Malignant mesothelioma,1.755366866,2.113766106,1.415506712,1.416327725,1.108490092,1.713881549,1.159372666,1.09526307,0.799688931,0.753841922,1.00786696,0.953750677,0.813409193,0.680536259,0.715090418,0.816151192,0.780279173,0.181047775,0.606055042,0.712278437,0.562032939
Malignant neoplasm of brain,1.091546861,0.450933753,0.425747438,0.92542997,0.724310316,0.381450295,0.379608515,0.344026781,0.261488054,0.293667889,0.308135053,0.189082722,0.259406938,0.063680251,0.268143475,0.212183623,0.271147967,0.130683066,0.313420782,0.251786977,-0.014184489
Malignant neoplasm of gallbladder,1.342043541,1.016549943,0.658070941,0.926399681,0.884196932,0.726414749,0.816317912,0.462702389,0.450395517,0.365687688,0.498565525,0.684440667,0.506990737,0.424687408,0.724232133,0.691880515,0.583753523,0.195063733,0.158531924,0.319128416,0.117543351
Malignant neoplasm of gastrointestinal tract,1.222166473,1.059247182,0.733495509,1.296709844,0.820864596,0.653599906,0.695124059,0.588142392,0.881865375,0.557539598,0.509257632,0.450219423,0.582747411,0.234201479,0.528868713,0.441910617,0.369166711,0.175859433,0.222192343,0.427605264,0.107785934
Malignant neoplasm of larynx,1.964721651,0.557595457,1.034814647,1.579339566,2.270389902,0.751999444,0.801420262,0.479093482,0.456166739,1.199450096,0.554312098,0.396266024,0.867623633,0.568773233,0.629879879,0.604740649,0.456209374,0.487898608,0.841531347,0.301554624,-0.017561212
Malignant neoplasm of skin,1.097696359,0.69434678,0.841429616,0.643284529,0.698898659,0.642355656,0.580974111,0.517081072,0.48184805,0.484994175,0.578928316,0.455605385,0.4839821,0.47630466,0.50159971,0.437369166,0.426547704,0.324335704,1.134055318,0.227601539,0.226799844
Malignant neoplasm of testis,2.563581047,0.378682434,0.701939285,0.954828834,0.688364626,0.783085916,0.38740391,0.794562188,0.771666224,0.373827494,0.298598683,0.311188413,0.286256378,0.397805979,0.339072843,0.244594713,0.389433933,0.392759428,0.30735275,-0.039293205,0.246704917
Malnutrition,1.874385261,0.738704644,0.565188648,0.601813824,0.729224747,0.600593295,0.659958772,0.612486516,0.608834232,0.456671649,0.452738444,0.526549757,0.511438874,0.355167964,0.375051644,0.439632367,0.377032237,0.345407069,0.160476031,0.27481863,-0.013709558
Mammary Tumorigenesis,1.072631152,1.258039037,1.302403009,0.939639423,0.738404234,1.120733924,1.229715742,0.98679397,0.608538084,0.90005513,0.825962983,0.628892416,0.495078956,0.752363067,0.687441676,0.700116518,0.652660434,0.205488728,0.212277228,0.236472969,0.297049389
Measles,1.840440812,1.071549929,1.717142444,1.574693241,1.231308695,0.621255724,0.6333419,1.184638913,0.75273717,0.405200635,0.62285994,0.758251713,0.843858465,0.686532562,0.484399212,0.529000356,0.841816291,0.506645106,0.537130176,0.427446885,0.381096831
Medullary carcinoma of thyroid,0.995828711,1.046091875,0.98604972,0.609677068,0.911534152,0.400590759,0.710545468,0.482763732,0.841364598,0.573490985,0.523614975,0.470767891,0.334293429,0.390142552,0.443542361,0.368869906,0.36957827,0.102053624,0.407966308,0.553705412,0.10600449
Melanocytic nevus,1.011615993,0.869006643,0.480860844,0.713387147,0.727685489,0.649878119,0.569794547,0.56669725,0.255840459,0.339332739,0.622719075,0.273606452,0.313125074,0.188050747,0.356873146,0.365355839,0.278214586,0.423221384,0.488634442,0.356085464,0.339092439
"Melanoma, B16",1.356563777,1.19925451,0.805016638,1.165699259,1.1661503,0.625409884,0.444394841,0.380835744,0.044715426,0.690554431,0.253934239,0.418825057,0.464993378,0.40807877,0.349739131,0.281727449,0.100425121,0.214711641,0.528345191,0.207495379,0.066627019
Memory impairment,1.333493962,0.794505165,0.894363895,0.836987092,0.608690882,0.354718398,0.450489139,0.317003191,0.4444237,0.277201432,0.467799692,0.415518133,0.449666079,0.254022263,0.328418468,0.305702952,0.352318904,0.078872209,0.091330346,0.730992592,0.064437696
"Meningioma, benign, no ICD-O subtype",1.614858836,1.05255053,1.032655245,0.850479819,0.77162459,1.255985347,0.73784646,0.715681954,0.162365968,0.761939024,0.484014716,0.464469519,0.46530681,0.30168308,0.669298591,0.555589479,0.387455602,0.229554776,0.212134224,0.233985015,0.088020165
Merkel cell carcinoma,0.907685835,0.540342643,0.611738002,0.704093605,0.569484315,0.359008352,0.318674629,0.442743911,0.340447912,0.394312225,0.644022283,0.376422353,0.211524555,0.212618849,0.317447076,0.216830635,0.323771731,0.285598642,0.08978369,0.174838758,-0.001914572
"Mesothelioma (malignant, clinical disorder) (disorder)",1.768319029,2.264175785,1.602096164,1.381908047,1.159076919,1.592082858,1.033231889,1.105744383,0.868988832,0.744249439,0.923536863,0.94861563,0.790119369,0.718993424,0.711362616,0.799142283,0.792443364,0.164038019,0.550561948,0.674303114,0.584924623
Metastasis from malignant tumor of prostate,1.604025363,0.954468598,0.660749439,0.911814398,0.678436384,1.092943012,0.649435585,0.786608747,0.520394455,0.401885277,0.468891844,0.448245182,0.449396097,0.403983234,0.358215451,0.439691896,0.410595384,0.145630801,0.143148335,0.383894262,0.001054544
Metastatic Prostate Carcinoma,1.565661418,0.93181519,0.652445817,0.899352761,0.650457948,1.048031363,0.630565651,0.753982899,0.535853493,0.42199819,0.437245121,0.46489245,0.379258585,0.371015005,0.341705712,0.407800539,0.36152618,0.137881173,0.15984045,0.396272776,0.059567984
Metastatic malignant neoplasm to brain,1.187688205,1.321271771,1.201267727,0.946959987,0.836990693,1.956655709,0.961229352,0.832532229,0.786081355,0.98922205,0.880629276,0.796439425,0.510734683,0.709416562,0.563056731,0.722509029,0.411530278,0.214498225,0.434099597,0.427599508,-0.004841949
Microcephaly,0.979615141,0.169242295,0.387842979,0.625840879,0.492351803,0.368899415,0.215461381,0.515727197,0.545651817,0.207644949,0.394002383,0.267868167,0.204593601,0.25770371,0.208752106,0.204509283,0.236206012,0.728541804,0.130393835,0.026699197,0.352205656
Microphthalmos,2.403125198,0.952612638,1.006008355,0.370430037,1.042995303,0.508817175,0.917341598,0.443217181,0.181054513,0.565980639,0.396413845,0.794399891,0.399224085,1.592895209,0.719825919,0.502291436,0.281132612,0.455526675,1.144563496,-0.019496868,0.3908125
Middle Cerebral Artery Occlusion,1.997954473,0.823796652,0.890974611,0.424881841,0.393960553,0.626740253,0.244636338,0.711635202,0.646878959,0.451512275,0.170890404,0.371108956,0.385316492,0.675617788,0.270165322,0.317990197,0.310579853,0.108372964,-0.027767809,0.482814203,-0.031264881
Migraine Disorders,2.582704011,1.435145636,1.604593359,1.171009953,1.255498055,0.658750752,0.819462507,0.546128544,1.262709833,0.520812618,0.627735183,1.157496368,0.841386698,0.988926386,0.461659378,0.547247133,0.363357186,0.212856866,0.192515101,0.302353094,0.017167134
Mild cognitive disorder,1.883713329,0.90688935,0.735084639,0.756699521,0.441706617,0.414772404,0.408698905,0.3462228,0.576701187,0.339664044,0.304549171,0.598408207,0.552712498,0.432659953,0.278827051,0.363925941,0.350819657,0.257952781,0.072711617,0.23308776,0.057273412
Mitochondrial Diseases,3.776196743,0.679112408,0.628473393,1.319673171,1.41033278,0.422138678,0.839979916,0.525373513,0.224518426,0.242331421,0.423056587,0.13379765,0.742577134,0.093241175,0.663193822,0.481031855,0.429424145,0.460152656,0.85481785,0.099329593,0.117229853
Monoclonal Gammopathy of Undetermined Significance,1.388286931,0.831650955,0.784604586,0.827972471,0.617680833,0.607188026,0.627971494,0.323475664,0.449156585,0.602844713,0.305259914,0.471436107,0.28821693,0.58407804,0.430371532,0.448291439,0.48154015,0.392680579,0.834787695,0.372531009,0.105527024
Monosomy,1.405376061,0.751384758,0.984802647,0.999600813,0.716637488,0.639745785,0.809388386,0.593714802,0.395215282,0.371904903,0.488781605,0.51572146,0.226763416,0.247780354,0.410010282,0.31454527,0.338809002,0.172254321,0.205601023,0.649123713,0.0259635
Mood Disorders,3.349984261,1.800288267,1.462972353,1.160136628,1.015645442,0.644432904,0.951283417,0.598246644,1.213531454,0.732122479,0.502514498,0.806413416,0.70561807,0.758883657,0.515740485,0.660090033,0.583052707,0.143541507,0.320507049,0.299549521,0.02967518
Motor Neuron Disease,2.091785103,0.697336267,0.515179692,0.385928642,0.465146919,0.142628002,0.433444013,0.362989128,0.476918669,0.447476331,0.226078573,0.230711684,0.330158444,0.103498127,0.386092013,0.436816785,0.218113282,0.251536493,0.153023741,0.369858423,0.053296462
Motor neuron atrophy,1.353668262,0.210053744,0.123167988,0.133464785,0.801498337,0.189876475,0.269021071,0.252360731,0.086995939,0.432753434,0.086979441,0.227852306,0.312447619,0.23870848,0.254691251,0.29256423,0.168461069,0.520004295,0.270811623,0.008490147,0.064104192
Movement Disorders,0.907023554,0.100015892,0.308946561,0.044380841,0.157647994,0.476408222,0.166484681,0.112389166,0.569261608,0.165944579,0.031221177,0.064443637,0.126684891,0.126407932,0.400572962,0.112101274,0.091901117,0.520329274,-0.021768145,0.089788032,-0.002264645
Mucocutaneous Lymph Node Syndrome,3.338022455,1.913848914,2.764809779,0.76209477,0.806289054,2.267593695,0.770666214,1.947926815,1.279707186,0.896476835,1.338686662,0.871290406,0.891933145,0.800895026,0.718763632,0.770988197,0.482162143,0.553412213,0.637829376,0.461892729,0.071850363
Mucosa-Associated Lymphoid Tissue Lymphoma,2.235884418,1.4001221,1.539811888,1.636093841,1.30592775,1.36664389,1.088550075,1.139402165,0.736994373,0.925452218,0.716320408,0.501090035,0.572871651,0.603310972,0.801757708,0.787457402,0.480801697,0.759110051,0.255063915,0.868437099,0.610735453
Multiple Endocrine Neoplasia Type 1,0.841816403,0.835902228,0.406907803,0.32470793,0.429169491,0.165936565,0.367512073,0.357939995,0.072771837,0.267240197,0.134578597,0.217132011,0.28962151,0.089920233,0.139199273,0.114487012,0.170649167,-0.031839793,0.268946478,0.057553625,0.783237689
Multiple malignancy,0.96490976,0.910386822,0.700606479,0.731365474,0.703703908,0.773736482,0.651302869,1.016725613,0.249868136,0.303853308,0.543963091,0.361737906,0.231734006,0.216405229,0.459546973,0.417739089,0.408758227,0.225100559,0.412383734,0.306242837,0.076964889
Muscle Weakness,1.739730202,0.641172197,0.484901542,1.069745161,1.333818698,0.378564639,0.677967251,0.822188972,0.440022717,0.739192754,0.367341904,0.424961186,0.477729663,0.589979682,0.564270344,0.459491207,0.347979742,0.194273146,0.203928045,0.15857504,0.00817328
Muscular Dystrophy,3.835548179,1.307403273,1.312326139,2.328573863,2.356606871,0.346548342,0.913214222,0.35455471,0.710829489,0.712298231,0.520999486,0.829218016,0.662737283,1.563330005,0.458453165,0.490420242,0.426955433,0.084648258,0.227468638,0.722133094,0.06471164
"Muscular Dystrophy, Duchenne",2.163815648,1.662744708,0.932225485,1.081945059,1.3420694,0.798139517,0.951195917,0.601759888,0.267090777,0.701634067,0.753891304,0.75383339,0.685411252,0.707349192,0.438805032,0.612590685,0.578765896,0.169474176,0.410681994,0.305084896,0.042464385
Myasthenia Gravis,3.293122626,1.861359968,2.555970992,1.545134895,1.187833554,1.869005642,1.215353654,1.743066394,0.892413212,1.061267047,1.028100743,1.320728326,1.151196445,1.078584297,0.725913642,0.937188215,0.440648571,0.258323703,0.246840697,1.062627106,0.034253589
Mycobacterium Infections,2.014408784,1.697256147,2.244488753,1.171879923,1.619790475,0.960405774,1.331777968,1.34678782,0.584509401,1.079410288,0.630171202,0.830346513,1.264198163,1.059010301,0.608837911,1.139752957,1.327711518,1.026690478,0.366012028,0.160225416,-0.000375547
Mycoses,2.149926853,1.511228068,1.083935252,1.34950007,0.938459803,1.207069199,0.840436738,0.973281959,0.789587748,0.524687916,0.788723537,0.753386296,0.685355853,0.727199734,0.498180023,0.709868637,0.346993917,0.569018561,0.088830123,0.219759697,0.029466434
Mycosis Fungoides,2.109951499,1.607714154,2.957385143,0.898656844,1.06099184,1.567595842,1.053792815,1.450021708,0.722182817,0.978861718,0.878454574,0.766106753,0.631270865,0.696488709,0.638171201,0.714187836,0.387975089,0.656011249,0.306880475,0.220438268,0.255976284
Myelodysplasia,1.151643028,0.608253825,1.118055631,0.913040952,0.503874418,0.395867411,0.47219221,0.362025146,0.462686302,0.388982475,0.337820051,0.36070803,0.311001634,0.507123878,0.391079163,0.394405489,0.350673856,0.158928651,-0.030699677,0.212588872,0.533737993
Myelofibrosis,1.334748811,1.471518446,1.826201872,1.587429252,0.754995023,0.853403381,0.8672112,0.856652385,1.426168795,0.960830935,0.815464933,1.311786537,0.586896813,0.775613593,0.525441074,0.583247208,0.662706257,0.079936202,0.27945295,0.663194945,0.011545743
Myeloproliferative disease,1.294390101,1.404277432,1.301220727,1.337794574,0.919410541,0.815762732,1.467927088,1.299314753,0.582495638,0.571297252,0.723633528,0.828485383,0.591803771,0.556906784,0.676304298,0.732785698,0.572442791,0.348981651,0.252381558,0.558853951,0.02138659
Myocardial Ischemia,1.966113246,1.379853013,1.002663417,1.068872699,1.017284576,1.071762183,0.733481319,0.962849128,0.572667519,0.591093866,0.582862258,0.697181468,0.800889007,0.621476344,0.717118609,0.718735325,0.310316952,0.140829679,0.502679271,0.119673387,0.064301949
Myocarditis,3.139435844,2.644751828,2.532431966,0.671373859,1.0917166,2.06487744,1.178706349,2.415789099,0.462841729,1.342303705,1.436100616,0.873788523,1.040351691,0.889643999,0.987968547,0.887066463,0.26904129,0.576231428,0.368667456,0.258605284,0.003652877
Myopia,1.07729739,1.181176373,0.714332035,0.940162105,0.697903039,0.673180346,0.804075766,0.349207789,0.289018597,0.770147419,0.347641713,0.681051014,0.453678413,0.639825768,0.520783535,0.638087212,0.286167408,0.091810813,0.444969114,0.04658266,0.008541718
Myositis,1.79663989,0.732123487,0.953963913,0.864950996,0.910905552,0.632125288,0.576925562,0.729158949,0.277618575,0.390354775,0.272256344,0.415243122,0.606267402,0.631096865,0.393205276,0.352452419,0.344444495,0.593045842,0.19243451,0.146655359,0.009910829
Myotonic Dystrophy,1.342980777,0.168392159,0.141941921,0.366358361,0.502042338,0.083182898,0.240312083,0.177839944,0.240260769,0.410926861,0.08443153,0.191823964,0.22220129,0.094557836,0.665069937,0.23769376,0.288588645,0.346920501,0.704886175,0.034421708,0.099296823
Myxoid cyst,1.610342089,0.868615353,1.032062759,0.323838113,0.586183254,0.475775012,0.518031961,0.350159843,0.990166238,0.387328508,0.35728874,0.483638735,0.282368244,0.604990692,0.275911056,0.425338432,0.240817687,0.197679341,0.131506143,0.393128688,0.017806026
Nasal Polyps,4.463197019,1.955564113,2.873526917,1.367184777,1.50873917,1.010438351,1.32222213,1.802421453,0.392233548,1.30652931,1.254334088,1.137062181,1.165432395,0.876330833,0.979250213,0.960926774,0.449518982,0.413737653,0.442416493,0.030708879,0.098681933
"Neoplasm, Residual",2.631082236,1.060134604,0.960029907,1.142343527,0.628143995,1.010708367,0.691178085,0.521000216,1.03087292,0.551363647,0.598843487,0.537589846,0.420372341,0.348149161,0.553733376,0.33137241,0.462627878,0.089742747,0.285903954,0.358972998,0.223092793
Nephritis,3.503586168,1.491414242,1.722271753,0.880551595,1.126777149,1.335005164,0.771973247,1.084404949,0.667002095,0.845451083,0.91425409,1.098774954,0.71723333,0.816672184,0.858682538,0.575654125,0.412802085,0.658521378,0.169373188,0.211106831,0.011521211
Neural Tube Defects,1.467188426,0.20826589,0.787365717,2.940887989,0.643420428,0.280446408,0.334975336,0.186957247,0.895140887,0.454101919,0.047409298,0.089455506,0.556521886,0.247342094,0.064717842,0.117124639,0.080175403,0.478106974,0.006757638,0.230536887,-0.014234036
Neurilemmoma,0.938724483,1.646169159,1.426091258,1.05538647,1.128087685,0.767916473,1.152891654,0.929302452,0.711902256,0.723621454,0.680833412,0.735643277,0.446149569,0.527426136,0.780915414,0.780400907,0.66791479,0.106222836,0.37617682,1.265324536,0.04433645
Neurodevelopmental Disorders,1.195236562,0.381043313,0.247708423,0.277408844,0.373720384,0.456924685,0.334507235,0.391325719,0.871174563,0.457758882,0.230594141,0.26977408,0.23300757,0.210773354,0.239963393,0.251923144,0.065368514,0.068936184,0.145088196,-0.019026929,0.008919625
